Source;Target;Type;Weight;year
Jimmy Banchon, Z.;Villavicencio, M.;Undirected;1;2016
Jimmy Banchon, Z.;Izquierdo, E.;Undirected;1;2016
Alcivar, I.;Abad, A.G.;Undirected;1;2016
Mendieta, J.;Suárez, S.;Undirected;1;2016
Mendieta, J.;Ochoa, D.;Undirected;1;2016
Mendieta, J.;Vergara, C.;Undirected;1;2016
Suárez, S.;Vaca, C.;Undirected;1;2016
Suárez, S.;Ochoa, D.;Undirected;1;2016
Suárez, S.;Vergara, C.;Undirected;1;2016
Vaca, C.;Ochoa, D.;Undirected;1;2016
Vaca, C.;Vergara, C.;Undirected;1;2016
Ochoa, D.;Vergara, C.;Undirected;1;2016
Torres, J.;Baquerizo, G.;Undirected;1;2016
Baquerizo, G.;Peláez, E.;Undirected;1;2016
Greer, J.;Molinaro, M.;Undirected;1;2016
Greer, J.;Ochoa, X.;Undirected;1;2016
Greer, J.;Mckay, T.;Undirected;1;2016
Molinaro, M.;Ochoa, X.;Undirected;1;2016
Molinaro, M.;Mckay, T.;Undirected;1;2016
Ochoa, X.;Mckay, T.;Undirected;1;2016
Ochoa, X.;Weibel, N.;Undirected;1;2016
Ochoa, X.;Oviatt, S.;Undirected;1;2016
Weibel, N.;Worsley, M.;Undirected;1;2016
Weibel, N.;Oviatt, S.;Undirected;1;2016
Worsley, M.;Oviatt, S.;Undirected;1;2016
Armijos, A.F.;Monsalve, C.;Undirected;1;2016
Armijos, A.F.;Ullón, R.H.;Undirected;1;2016
Armijos, A.F.;Maya, R.D.;Undirected;1;2016
Armijos, A.F.;Romero, J.A.;Undirected;1;2016
Monsalve, C.;Ullón, R.H.;Undirected;1;2016
Monsalve, C.;Maya, R.D.;Undirected;1;2016
Monsalve, C.;Romero, J.A.;Undirected;1;2016
Ullón, R.H.;Maya, R.D.;Undirected;1;2016
Ullón, R.H.;Romero, J.A.;Undirected;1;2016
Maya, R.D.;Romero, J.A.;Undirected;1;2016
Quiñonez, Y.;Luzardo, G.;Undirected;1;2016
Quiñonez, Y.;Granda, R.;Undirected;1;2016
Luzardo, G.;Granda, R.;Undirected;1;2016
Sanga, B.R.;Villavicencio, A.M.;Undirected;1;2016
Sanga, B.R.;Padilla, V.S.;Undirected;1;2016
Sanga, B.R.;Alvia, S.V.;Undirected;1;2016
Sanga, B.R.;Ponguillo, R.A.;Undirected;1;2016
Villavicencio, A.M.;Padilla, V.S.;Undirected;1;2016
Villavicencio, A.M.;Alvia, S.V.;Undirected;1;2016
Villavicencio, A.M.;Ponguillo, R.A.;Undirected;1;2016
Padilla, V.S.;Alvia, S.V.;Undirected;1;2016
Alvia, S.V.;Ponguillo, R.A.;Undirected;1;2016
Ponguillo, R.A.;Medina, C.V.;Undirected;1;2016
Jadan, H.I.V.;Vera, C.R.M.;Undirected;1;2016
Jadan, H.I.V.;Intriago, R.P.;Undirected;1;2016
Jadan, H.I.V.;Padilla, V.S.;Undirected;1;2016
Vera, C.R.M.;Intriago, R.P.;Undirected;1;2016
Vera, C.R.M.;Padilla, V.S.;Undirected;1;2016
Intriago, R.P.;Padilla, V.S.;Undirected;1;2016
Cadena, A.;Ponguillo, R.;Undirected;1;2016
Salgado, W.G.;Padilla, V.S.;Undirected;1;2016
Salgado, W.G.;Hidalgo, J.I.;Undirected;1;2016
Salgado, W.G.;Aguilar, P.A.;Undirected;1;2016
Padilla, V.S.;Hidalgo, J.I.;Undirected;1;2016
Padilla, V.S.;Aguilar, P.A.;Undirected;1;2016
Hidalgo, J.I.;Aguilar, P.A.;Undirected;1;2016
Echeverría, V.;Domínguez, F.;Undirected;2;2015
Echeverría, V.;Chiluiza, K.;Undirected;4;2015
Domínguez, F.;Chiluiza, K.;Undirected;2;2015
Wong-Villacres, M.;Granda, R.;Undirected;1;2016
Wong-Villacres, M.;Garcia, K.C.;Undirected;1;2016
Barzola, V.E.;Granda, R.;Undirected;1;2016
Barzola, V.E.;Garcia, K.C.;Undirected;1;2016
Granda, R.;Garcia, K.C.;Undirected;1;2016
Ochoa, D.;Cevallos, J.;Undirected;1;2016
Ochoa, D.;Vargas, G.;Undirected;1;2016
Cevallos, J.;Vargas, G.;Undirected;1;2016
Cevallos, J.;Castro, R.;Undirected;1;2016
Cevallos, J.;Bayona, O.;Undirected;1;2016
Vargas, G.;Castro, R.;Undirected;1;2016
Vargas, G.;Bayona, O.;Undirected;1;2016
Wong-Villacrés, M.;Granda, R.;Undirected;1;2016
Wong-Villacrés, M.;Ortiz, M.;Undirected;1;2016
Wong-Villacrés, M.;Chiluiza, K.;Undirected;2;2015
Granda, R.;Ortiz, M.;Undirected;1;2016
Ortiz, M.;Chiluiza, K.;Undirected;2;2015
Sen, R.;Quercia, D.;Undirected;1;2016
Sen, R.;Ruiz, C.V.;Undirected;1;2016
Sen, R.;Gummadi, K.P.;Undirected;1;2016
Quercia, D.;Ruiz, C.V.;Undirected;1;2016
Quercia, D.;Gummadi, K.P.;Undirected;1;2016
Ruiz, C.V.;Gummadi, K.P.;Undirected;1;2016
Poujol, J.;Aguilera, C.A.;Undirected;1;2016
Poujol, J.;Danos, E.;Undirected;1;2016
Poujol, J.;Toledo, R.;Undirected;1;2016
Poujol, J.;Sappa, A.D.;Undirected;1;2016
Aguilera, C.A.;Danos, E.;Undirected;1;2016
Danos, E.;Toledo, R.;Undirected;1;2016
Danos, E.;Sappa, A.D.;Undirected;1;2016
Brusilovsky, P.;Sharples, M.;Undirected;1;2016
Brusilovsky, P.;Alves, G.R.;Undirected;1;2016
Brusilovsky, P.;Ternier, S.;Undirected;1;2016
Brusilovsky, P.;Verbert, K.;Undirected;1;2016
Sharples, M.;Alves, G.R.;Undirected;1;2016
Sharples, M.;Ternier, S.;Undirected;1;2016
Sharples, M.;Verbert, K.;Undirected;1;2016
Alves, G.R.;Ternier, S.;Undirected;1;2016
Alves, G.R.;Verbert, K.;Undirected;1;2016
Ternier, S.;Verbert, K.;Undirected;1;2016
Oliveira, M.;Seabra Lopes, L.;Undirected;1;2015
Oliveira, M.;Lim, G.H.;Undirected;1;2015
Oliveira, M.;Tome, A.M.;Undirected;1;2015
Seabra Lopes, L.;Lim, G.H.;Undirected;1;2015
Seabra Lopes, L.;Sappa, A.D.;Undirected;1;2015
Seabra Lopes, L.;Tome, A.M.;Undirected;1;2015
Lim, G.H.;Sappa, A.D.;Undirected;1;2015
Lim, G.H.;Tome, A.M.;Undirected;1;2015
Sappa, A.D.;Tome, A.M.;Undirected;1;2015
Wong-Villacres, M.;Ortiz, M.;Undirected;1;2015
Wong-Villacres, M.;Echeverria, V.;Undirected;1;2015
Ortiz, M.;Echeverria, V.;Undirected;1;2015
Echeverría, V.;Ochoa, X.;Undirected;1;2015
Worsley, M.;Chiluiza, K.;Undirected;1;2015
Worsley, M.;Grafsgaard, J.F.;Undirected;1;2015
Chiluiza, K.;Grafsgaard, J.F.;Undirected;1;2015
Grafsgaard, J.F.;Ochoa, X.;Undirected;1;2015
Munoz, J.A.;Calero, V.;Undirected;1;2015
Munoz, J.A.;Marin, I.;Undirected;1;2015
Munoz, J.A.;Chavez, P.;Undirected;1;2015
Munoz, J.A.;Perez, R.;Undirected;1;2015
Calero, V.;Marin, I.;Undirected;1;2015
Calero, V.;Chavez, P.;Undirected;1;2015
Calero, V.;Perez, R.;Undirected;1;2015
Marin, I.;Chavez, P.;Undirected;1;2015
Marin, I.;Perez, R.;Undirected;1;2015
Chavez, P.;Perez, R.;Undirected;1;2015
Echeverría, V.;Guamán, B.;Undirected;1;2015
Granda, R.X.;Echeverría, V.;Undirected;1;2015
Granda, R.X.;Chiluiza, K.;Undirected;1;2015
Granda, R.X.;Wong-Villacrés, M.;Undirected;1;2015
Echeverría, V.;Wong-Villacrés, M.;Undirected;1;2015
Cajo, R.;Agila, W.;Undirected;1;2015
Realpe, M.;Vintimilla, B.;Undirected;1;2015
Vintimilla, B.;Vlacic, L.;Undirected;1;2015
Duval, E.;Verbert, K.;Undirected;2;2015
Duval, E.;Klerkx, J.;Undirected;2;2015
Duval, E.;Ochoa, X.;Undirected;2;2015
Duval, E.;Parra, D.;Undirected;2;2015
Verbert, K.;Klerkx, J.;Undirected;2;2015
Verbert, K.;Parra, D.;Undirected;2;2015
Klerkx, J.;Ochoa, X.;Undirected;2;2015
Klerkx, J.;Parra, D.;Undirected;2;2015
Ochoa, X.;Parra, D.;Undirected;2;2015
Monsalve, C.;Ullón, R.;Undirected;1;2015
Monsalve, C.;Maya, R.;Undirected;1;2015
Monsalve, C.;Romero, J.;Undirected;1;2015
Ullón, R.;Maya, R.;Undirected;1;2015
Ullón, R.;Romero, J.;Undirected;1;2015
Maya, R.;Romero, J.;Undirected;1;2015
Vásquez, A.;Peláez, E.;Undirected;1;2015
Vásquez, A.;Ochoa, X.;Undirected;1;2015
Monsalve, C.;Abran, A.;Undirected;1;2015
April, A.;Abran, A.;Undirected;1;2015
Villavicencio, M.;Abran, A.;Undirected;1;2015
Marin-Garcia, I.;Chavez-Burbano, P.;Undirected;1;2015
Marin-Garcia, I.;Muñoz-Arcentles, A.;Undirected;1;2015
Marin-Garcia, I.;Calero-Bravo, V.;Undirected;1;2015
Chavez-Burbano, P.;Muñoz-Arcentles, A.;Undirected;1;2015
Chavez-Burbano, P.;Calero-Bravo, V.;Undirected;1;2015
Muñoz-Arcentles, A.;Calero-Bravo, V.;Undirected;1;2015
Muñoz-Arcentles, A.;Perez-Jimenez, R.;Undirected;1;2015
Calero-Bravo, V.;Perez-Jimenez, R.;Undirected;1;2015
Romero, D.G.;Frizera, A.;Undirected;1;2015
Romero, D.G.;Bastos, T.F.;Undirected;1;2015
Frizera, A.;Sappa, A.D.;Undirected;1;2015
Frizera, A.;Vintimilla, B.X.;Undirected;1;2015
Frizera, A.;Bastos, T.F.;Undirected;1;2015
Sappa, A.D.;Bastos, T.F.;Undirected;1;2015
Vintimilla, B.X.;Bastos, T.F.;Undirected;1;2015
Vaca, C.;Quercia, D.;Undirected;1;2015
Vaca, C.;Bonchi, F.;Undirected;1;2015
Vaca, C.;Fraternali, P.;Undirected;1;2015
Quercia, D.;Bonchi, F.;Undirected;1;2015
Quercia, D.;Fraternali, P.;Undirected;1;2015
Bonchi, F.;Fraternali, P.;Undirected;1;2015
Monsalve, C.;Puyosa, H.;Undirected;1;2015
Monsalve, C.;Terán, L.;Undirected;1;2015
Puyosa, H.;Terán, L.;Undirected;1;2015
Recalde, A.;Bozhko, S.;Undirected;1;2019
Recalde, A.;Atkin, J.;Undirected;1;2019
Recalde, A.;Hill, C.;Undirected;1;2019
Bozhko, S.;Atkin, J.;Undirected;1;2019
Bozhko, S.;Hill, C.;Undirected;1;2019
Atkin, J.;Hill, C.;Undirected;1;2019
Hekler, E.B.;Adams, M.A.;Undirected;1;2018
Hekler, E.B.;Buman, M.P.;Undirected;2;2018
Rivera, D.E.;Adams, M.A.;Undirected;1;2018
Rivera, D.E.;Buman, M.P.;Undirected;1;2018
Martin, C.A.;Adams, M.A.;Undirected;1;2018
Martin, C.A.;Buman, M.P.;Undirected;2;2018
Adams, M.A.;Buman, M.P.;Undirected;1;2018
Korinek, E.V.;Phatak, S.S.;Undirected;1;2018
Korinek, E.V.;Martin, C.A.;Undirected;1;2018
Korinek, E.V.;Buman, M.P.;Undirected;1;2018
Korinek, E.V.;Hekler, E.B.;Undirected;1;2018
Phatak, S.S.;Martin, C.A.;Undirected;1;2018
Phatak, S.S.;Buman, M.P.;Undirected;1;2018
